s000172760,BIO215 01,MWF,1000,1050
s000173493,BIO215L 01,T,1330,1615
s000173493,BIO134L 02,R,0800,1045
s000173493,BIO215 01,MWF,1000,1050
s000173493,BIO134 01,MWF,0900,0950
s000173552,BIO134 01,MWF,0900,0950
s000173552,BIO134L 02,R,0800,1045
s000173791,BA 333 01,TR,1330,1445
s000173820,BA 236 01,TR,0930,1045
s000173820,BA 450 01,MW,1400,1515
s000173820,BA 437 A311,R,1800,2155
s000173822,BA 450 01,MW,1400,1515
s000173822,BA 420 01,T,1800,2045
s000173822,BA 344 01,TR,1330,1445
s000173974,BA 420 01,T,1800,2045
s000173974,BA 344 01,TR,1330,1445
s000173974,BA 346 01,MWF,1300,1350
s000173974,BA 330 01,TR,1200,1315
s000173983,BA 437 A311,R,1800,2155
s000173983,BA 420 A316,W,1800,2155
s000174257,BA 351 01,MWF,1100,1150
s000174347,BA 437 A311,R,1800,2155
s000174347,BA 333 01,TR,1330,1445
s000174347,BA 330 01,TR,1200,1315
s000174347,BA 450 01,MW,1400,1515
s000174898,BIO115L 01,R,0800,1045
s000174898,BIO115 01,MWF,1300,1350
s000174898,BIO113L 02,M,1600,1800
s000174898,BIO113 01,MWF,1000,1050
s000175409,BIO215 01,MWF,1000,1050
s000176111,BA 330 01,TR,1200,1315
